sample	newcode	beta1	beta2	beta3	beta4	beta5	beta6	beta7	beta8	beta9	sigma
85	11	.027139001	.051879998	.034883	-.000375	-.70951003	-.10623	-.45818999	0	0	.20032001
86	11	.028026	.052035999	.034614999	-.00037379999	-.70349002	-.10813	-.45671001	0	0	.1998
87	11	.027764	.051015999	.035312001	-.00038350001	-.71688998	-.11055	-.45100001	0	0	.19987001
88	11	.028106	.052058	.034256	-.00036929999	-.71284002	-.10683	-.44576001	0	0	.1979
89	11	.027825	.051275998	.035284001	-.000382	-.71493	-.10934	-.45820001	0	0	.19868
90	11	.028554	.050083999	.036734	-.00039979999	-.71157002	-.10741	-.45067999	0	0	.19961999
91	11	.028216001	.051003002	.035078	-.00037930001	-.71243	-.10793	-.45008001	0	0	.20017
92	11	.027946001	.051437002	.035725001	-.00038680001	-.68910003	-.10595	-.46081001	0	0	.19950999
93	11	.027569	.051865999	.036224999	-.0003936	-.69304001	-.10616	-.46395999	0	0	.20047
94	11	.02789	.051243	.035253	-.00038109999	-.70661998	-.10274	-.46360001	0	0	.19933
95	11	.028154001	.051913001	.035716001	-.00038780001	-.71136999	-.1079	-.45039999	0	0	.20054001
96	11	.028463	.050925002	.035269	-.00038149999	-.69880998	-.10729	-.44949999	0	0	.19972999
97	11	.027186001	.051941	.034933999	-.0003779	-.69340003	-.10491	-.45405	0	0	.20068
98	11	.028109999	.051042002	.034896001	-.00037719999	-.71535999	-.10741	-.45511001	0	0	.19991
99	11	.027848	.051637001	.035766002	-.00038809999	-.70512003	-.10711	-.45587	0	0	.20092
100	11	.028592	.050044999	.035349999	-.00038320001	-.69145	-.10894	-.44470999	0	0	.19868
0	12	.026993999	.052855998	.030778	-.00033400001	-.73803997	-.045396	-.53378999	0	0	.16504
1	12	.026838001	.052584	.030018	-.0003286	-.76519001	-.039156999	-.53162003	0	0	.16197
2	12	.028212	.052561998	.032903999	-.00035749999	-.70523	-.047734998	-.49840999	0	0	.16608
3	12	.026405999	.053640001	.029778	-.0003206	-.77122998	-.054056998	-.51217997	0	0	.16328
4	12	.026751	.054963998	.032012999	-.00035240001	-.74201	-.043655999	-.5054	0	0	.16768
5	12	.026714999	.052749999	.03294	-.00035739999	-.70929003	-.044271	-.48467001	0	0	.16549
6	12	.028798999	.054662	.028646	-.00031159999	-.71992999	-.041992001	-.48365	0	0	.16847999
7	12	.027977999	.051488001	.029965	-.00032630001	-.74998999	-.044521	-.53192002	0	0	.16520999
8	12	.028030001	.052986	.033020001	-.00036050001	-.71562999	-.046551999	-.54108	0	0	.16692001
9	12	.027946001	.056542002	.027288999	-.000298	-.74901003	-.042939998	-.52875	0	0	.16573
10	12	.026865	.051332999	.027903	-.00030740001	-.79251999	-.044856001	-.49939999	0	0	.16597
11	12	.03018	.053725	.032354999	-.00034970001	-.69010001	-.057969	-.49456999	0	0	.16669001
12	12	.028322	.055831999	.029291	-.0003173	-.69239998	-.045789	-.48339	0	0	.16635001
13	12	.026559999	.051031001	.028253	-.000306	-.79556	-.053803999	-.53921998	0	0	.16441999
14	12	.027247	.051642999	.029049	-.00031520001	-.79026002	-.046188001	-.60654002	0	0	.16459
15	12	.02688	.051577002	.029629	-.0003213	-.77276999	-.043877002	-.59029001	0	0	.16368
16	12	.029589999	.051141001	.027282	-.00029719999	-.73745	-.041671	-.50659001	0	0	.16321
17	12	.027225001	.053048	.030254001	-.00033109999	-.80646002	-.043673001	-.49612999	0	0	.15955
18	12	.028486	.053645	.028763	-.00031159999	-.76413	-.053157002	-.56997001	0	0	.16746999
19	12	.030470001	.052602999	.030352	-.00033119999	-.68546999	-.040895998	-.47525999	0	0	.16797
20	12	.027969001	.051701002	.031530999	-.0003472	-.75114	-.038925	-.52048999	0	0	.16595
21	12	.029765001	.052590001	.029441999	-.0003174	-.70692998	-.046535999	-.42447001	0	0	.169
22	12	.026001999	.054168999	.030033	-.00032679999	-.73126	-.041914001	-.54558003	0	0	.16621
23	12	.028612001	.051775999	.032384999	-.00035039999	-.72065002	-.047784999	-.51757002	0	0	.1662
24	12	.027989	.052829999	.028576	-.0003129	-.74532002	-.051002	-.58723003	0	0	.16396999
25	12	.027856	.051596999	.028468	-.00030769999	-.74254	-.040849999	-.51174003	0	0	.16553
26	12	.02575	.054044001	.031246999	-.00034259999	-.78013003	-.051470999	-.52107	0	0	.16187
27	12	.026873	.053982001	.032802999	-.00035670001	-.73461998	-.045449998	-.48806	0	0	.1662
28	12	.026346	.053072002	.028444	-.000306	-.75480002	-.048873	-.50777	0	0	.16289
29	12	.028922001	.054370999	.031936999	-.0003443	-.69665003	-.052584	-.50382	0	0	.16775
30	12	.029042	.054074999	.029262001	-.00031549999	-.73518002	-.042796001	-.50084001	0	0	.16898
31	12	.028918	.053477	.031631999	-.00034289999	-.72292	-.043919001	-.47016001	0	0	.17038
32	12	.026141999	.053838	.035002001	-.0003823	-.71802998	-.045488998	-.52559	0	0	.16756
33	12	.028494	.053346999	.029333999	-.0003211	-.78103	-.044376001	-.54429001	0	0	.16581
34	12	.029101999	.05229	.029788001	-.0003243	-.74067998	-.040162999	-.48708001	0	0	.16828001
35	12	.027161	.049778	.028006	-.00030280001	-.83199	-.042780001	-.52735001	0	0	.16254
36	12	.026629999	.053268999	.028865	-.00030779999	-.71460998	-.053185001	-.53135997	0	0	.16445
37	12	.028246	.053737	.035440002	-.00038529999	-.69314998	-.050896	-.49447	0	0	.16653
38	12	.026183	.052216001	.029881001	-.00032349999	-.79177999	-.047481999	-.53232002	0	0	.16316999
39	12	.025729001	.054072	.032267999	-.00034970001	-.71741998	-.043582	-.51020002	0	0	.16667999
40	12	.027097	.052715	.030979	-.00034279999	-.72907001	-.046084002	-.57441002	0	0	.16500001
41	12	.027248001	.051201999	.032033	-.0003513	-.72995001	-.038982	-.51117003	0	0	.16372
42	12	.028248001	.051343001	.029550999	-.0003215	-.75712001	-.048356	-.49803001	0	0	.16201
43	12	.027122	.051259	.030647	-.0003283	-.71695	-.051369999	-.55115998	0	0	.16822
44	12	.027906001	.052186001	.03107	-.00033879999	-.75072998	-.036851998	-.53433001	0	0	.16403
45	12	.027628999	.054129999	.033045001	-.0003635	-.70773	-.042706002	-.48098999	0	0	.16752
46	12	.026319001	.053449001	.029998999	-.00032699999	-.74019998	-.041790999	-.50721002	0	0	.16529
47	12	.028463	.054145999	.031509999	-.00034239999	-.71723998	-.050710998	-.52916002	0	0	.16568001
48	12	.025191	.052322999	.029084001	-.0003133	-.79408002	-.050152998	-.57321	0	0	.16327
49	12	.027283	.052689999	.028573999	-.00031090001	-.79614002	-.050726	-.50955999	0	0	.16181
50	12	.026626	.053739998	.029616	-.0003168	-.73272002	-.048050001	-.47503	0	0	.16462
51	12	.027628999	.049887002	.028782999	-.00030889999	-.71123999	-.046294998	-.51818001	0	0	.16191
52	12	.028134	.054632001	.030656001	-.0003358	-.73174	-.050085999	-.53163999	0	0	.16814999
53	12	.026771	.053022999	.029835001	-.0003244	-.74246001	-.046689	-.55176002	0	0	.16667999
54	12	.026286	.053606998	.031842999	-.00034920001	-.76354003	-.044328	-.51314998	0	0	.16629
55	12	.028356999	.054784	.031378001	-.0003397	-.72156	-.043327998	-.51051998	0	0	.1691
56	12	.029474	.055766001	.030546	-.00033770001	-.72891003	-.042718001	-.49399	0	0	.16687
57	12	.028054001	.053686	.032297	-.00034989999	-.76713002	-.048165999	-.51573002	0	0	.16746999
58	12	.025695	.055537	.032194	-.00034570001	-.72846001	-.046602	-.53227001	0	0	.16681001
59	12	.02417	.054384999	.030737	-.00033720001	-.73606002	-.047171	-.49293	0	0	.16336
60	12	.028284	.053172	.03593	-.00039259999	-.66096997	-.036729999	-.49292001	0	0	.16906001
61	12	.02905	.055020999	.030890999	-.0003357	-.70962	-.046500999	-.48589	0	0	.16795
62	12	.02681	.056097999	.032116	-.00034709999	-.69554001	-.039981999	-.47286001	0	0	.16661
63	12	.027473001	.053307001	.03011	-.00033079999	-.73117	-.037925001	-.50417	0	0	.16687
64	12	.027385	.054009002	.031346999	-.00034	-.75075001	-.038541	-.53663999	0	0	.16594
65	12	.026722001	.054584	.029756	-.0003217	-.76897001	-.047460001	-.51833999	0	0	.16502
66	12	.029044	.056421001	.028935	-.0003168	-.73932999	-.047878001	-.48892999	0	0	.16656999
67	12	.025095001	.05311	.032697	-.0003551	-.73997998	-.044086002	-.51208001	0	0	.16372
68	12	.026895	.052802999	.028302999	-.00030360001	-.74747002	-.045504	-.52803999	0	0	.16590001
69	12	.027970999	.052762002	.030352	-.00033030001	-.78430003	-.040256001	-.52937001	0	0	.16448
70	12	.028463	.054884002	.033957999	-.0003705	-.70793998	-.036734998	-.47534999	0	0	.16748001
71	12	.028894	.055654	.032692999	-.00035429999	-.7123	-.049453001	-.50542998	0	0	.17026
72	12	.02658	.053929999	.029462	-.0003172	-.75125998	-.051916	-.55091	0	0	.16226
73	12	.026265001	.054880999	.029742001	-.0003217	-.71338999	-.043903999	-.49484	0	0	.16666
74	12	.025800999	.050974	.028138001	-.00029950001	-.77441001	-.043512002	-.52544999	0	0	.16448
75	12	.027418001	.056127001	.026656	-.00028959999	-.77815998	-.049112	-.49248001	0	0	.16641
76	12	.029007001	.056221001	.03088	-.000336	-.70525002	-.053422	-.48977	0	0	.17035
77	12	.027775999	.053233001	.031300999	-.00033929999	-.72197002	-.041529998	-.54329002	0	0	.16227999
78	12	.028322	.054416001	.029802	-.00032250001	-.72841001	-.045573998	-.47086	0	0	.16547
79	12	.026345	.053707998	.030833	-.0003329	-.73263001	-.047403999	-.50240999	0	0	.16688
80	12	.027454	.051972002	.033256002	-.00036209999	-.73518002	-.044255	-.52065003	0	0	.1645
81	12	.029836001	.05683	.029111	-.00031490001	-.69545001	-.048487999	-.47637999	0	0	.16967
82	12	.02775	.053227998	.031357002	-.00033929999	-.70389998	-.043184999	-.53549999	0	0	.16791999
83	12	.026644999	.054354001	.033489998	-.00036569999	-.70745999	-.043255001	-.54650003	0	0	.16666999
84	12	.028169001	.054163001	.033227	-.00036209999	-.74050999	-.045125999	-.49728	0	0	.1671
85	12	.025731999	.054524001	.0317	-.00034490001	-.75542003	-.050416	-.53363001	0	0	.16534001
86	12	.028402001	.053606998	.030729	-.00033380001	-.74581999	-.039175	-.50639999	0	0	.16455001
87	12	.027113	.054381002	.027739	-.00030109999	-.74989003	-.056437001	-.50617999	0	0	.16756999
88	12	.028675999	.052912001	.032790001	-.00035799999	-.72342998	-.039880998	-.48429	0	0	.16853
89	12	.02774	.053488001	.029224999	-.00031520001	-.72570997	-.044202998	-.51135999	0	0	.16487999
90	12	.026536999	.053509001	.031202	-.0003399	-.73144001	-.043133002	-.4885	0	0	.16764
91	12	.024670999	.052615002	.02926	-.00031840001	-.79136997	-.045899	-.54246998	0	0	.16339999
92	12	.025637001	.055712	.03009	-.00032580001	-.74873	-.049488999	-.52407002	0	0	.16558
93	12	.028708	.054473002	.032120999	-.0003483	-.71149999	-.045148998	-.48122001	0	0	.16481
94	12	.029438	.052358001	.032444999	-.0003521	-.70183003	-.046103999	-.45609	0	0	.16535001
95	12	.027191	.055117	.031787001	-.00034470001	-.73185998	-.044528	-.45396999	0	0	.16557001
96	12	.025908999	.054194	.028312	-.00030670001	-.70978999	-.042459	-.54816997	0	0	.16666999
97	12	.025233001	.053831	.029449999	-.00032270001	-.77039999	-.046792999	-.52543998	0	0	.16368
98	12	.027959	.049621001	.032577999	-.0003516	-.77209997	-.039804999	-.53930002	0	0	.16356
99	12	.026356	.051777001	.032575	-.00035730001	-.79848999	-.045846999	-.52582002	0	0	.16572
100	12	.025721001	.053754002	.032639999	-.00035280001	-.76107001	-.048696	-.51238	0	0	.16389
0	13	.033291001	.05793	.031700999	-.00033939999	-.80588001	-.062544003	-.52333999	0	0	.20355
1	13	.03452	.059232999	.03104	-.00033330001	-.79329997	-.060674001	-.51147002	0	0	.20496
2	13	.033351	.058408	.031183001	-.00033529999	-.81865001	-.062953003	-.52349001	0	0	.20295
3	13	.034281999	.058557998	.031612001	-.00033730001	-.78689998	-.059987999	-.49913999	0	0	.20584001
4	13	.034141999	.058846001	.031668998	-.0003361	-.81152999	-.066419996	-.50032002	0	0	.20468
5	13	.033815999	.058226001	.033321001	-.0003598	-.79179001	-.060835999	-.50919998	0	0	.20407
6	13	.033858001	.058180001	.030292001	-.0003243	-.82958001	-.063951001	-.50721997	0	0	.20394
7	13	.03351	.058974002	.031364001	-.0003365	-.80847001	-.064067997	-.50509	0	0	.20566
8	13	.034194998	.057418998	.031752001	-.0003397	-.80594999	-.060856	-.51321	0	0	.20264
9	13	.034414999	.056798998	.032848001	-.00035389999	-.81057	-.060233999	-.51876998	0	0	.20558999
10	13	.032526001	.059029002	.029989	-.00032039999	-.81015998	-.065008	-.52445	0	0	.2057
11	13	.033426002	.05988	.03139	-.00033519999	-.79326999	-.063702002	-.51754999	0	0	.20277999
12	13	.035027999	.058408	.032026999	-.00034140001	-.79216999	-.062572002	-.49623999	0	0	.2062
13	13	.033512998	.059277002	.032584999	-.00034960001	-.78035003	-.060180999	-.52130002	0	0	.20671999
14	13	.035032999	.058602002	.033337001	-.00036129999	-.79504001	-.062546	-.50409001	0	0	.20627999
15	13	.032745	.057709001	.031810999	-.00034090001	-.81668001	-.063240997	-.51968002	0	0	.20375
16	13	.034148	.057466	.032747	-.0003513	-.79869002	-.061886001	-.50787002	0	0	.20388
17	13	.034293	.058869999	.032481	-.00034920001	-.78042001	-.063533001	-.51604998	0	0	.20457999
18	13	.033132002	.059401002	.031753	-.00034110001	-.80519003	-.061202001	-.51058	0	0	.20341
19	13	.034056	.059048001	.033301	-.00035779999	-.76885998	-.059664998	-.51172	0	0	.20685001
20	13	.033395	.058625001	.032085001	-.00034480001	-.80247003	-.061464999	-.51030999	0	0	.2052
21	13	.03351	.057466	.031884	-.0003402	-.80886	-.064453997	-.53310001	0	0	.20457
22	13	.033991002	.058623999	.032063	-.00034480001	-.78346997	-.059928	-.51337999	0	0	.20423
23	13	.033898	.058013	.032343999	-.00034659999	-.80397999	-.058763999	-.50714999	0	0	.20661999
24	13	.034180999	.058148	.030525999	-.0003251	-.79654998	-.061473999	-.52092999	0	0	.20473
25	13	.034054998	.058090001	.033243999	-.00035730001	-.79430002	-.060718	-.51551998	0	0	.20454
26	13	.033144999	.059105001	.031573001	-.00033889999	-.77811003	-.060261998	-.51530999	0	0	.20623
27	13	.033695001	.057702001	.032458	-.00034880001	-.80206001	-.060222998	-.51596999	0	0	.20349
28	13	.033098999	.057840001	.032497998	-.00034920001	-.80046999	-.060849998	-.51446998	0	0	.20366
29	13	.033829998	.059032001	.032325	-.00034599999	-.78662997	-.062144	-.50939	0	0	.20468999
30	13	.033691	.058607001	.031861	-.00034319999	-.80972999	-.062753998	-.49915999	0	0	.20434999
31	13	.032350998	.059882998	.032524999	-.000351	-.79167002	-.059677999	-.51555002	0	0	.20326
32	13	.033160001	.058761999	.032850001	-.0003518	-.79948002	-.065436997	-.52780998	0	0	.20528001
33	13	.033782002	.058166999	.032999001	-.00035630001	-.78367001	-.061668999	-.51770002	0	0	.20497
34	13	.034090001	.059434999	.031295002	-.0003362	-.79834998	-.061446998	-.50164998	0	0	.20285
35	13	.033082999	.058568999	.033403002	-.00036239999	-.81296003	-.064488001	-.52239001	0	0	.2017
36	13	.032910001	.059021	.032010999	-.00034689999	-.80185002	-.060899999	-.52446997	0	0	.20304
37	13	.032977998	.059443999	.031916998	-.00034219999	-.81373	-.061636999	-.51699001	0	0	.20316
38	13	.033151001	.058164001	.031044001	-.00032950001	-.81114	-.064236	-.51508999	0	0	.20441
39	13	.033952001	.059119999	.031435002	-.00033820001	-.78476	-.060511	-.51796001	0	0	.20621
40	13	.034260999	.058396999	.031686999	-.00033849999	-.80233997	-.060817	-.49200001	0	0	.20558999
41	13	.033392001	.056248002	.031842001	-.00033849999	-.80334997	-.059183002	-.51573002	0	0	.20467
42	13	.033018	.059576999	.03187	-.00034180001	-.80012	-.059135001	-.51419997	0	0	.20555
43	13	.033767998	.058086999	.031978	-.00034279999	-.80102003	-.063808002	-.50327998	0	0	.20426001
44	13	.033966001	.058548	.032315001	-.00034590001	-.79618001	-.060649	-.50946999	0	0	.20589
45	13	.033741001	.057463001	.032705002	-.0003521	-.78601003	-.059971999	-.51181	0	0	.20534
46	13	.033647001	.058184002	.032290999	-.00034699999	-.78890997	-.063069001	-.51379001	0	0	.20258
47	13	.034099001	.058109	.032561	-.00035049999	-.79905999	-.058644999	-.51894999	0	0	.20383
48	13	.035138998	.058371	.033727001	-.00036400001	-.78807002	-.063444003	-.50149	0	0	.20615
49	13	.034371	.057952002	.031904001	-.0003403	-.79035002	-.063635997	-.51131999	0	0	.20443
50	13	.035346001	.057673998	.032602001	-.00035059999	-.80697	-.061779	-.51344001	0	0	.20454
51	13	.033909	.059046999	.031419002	-.00033859999	-.77868998	-.059912	-.50704998	0	0	.20544
52	13	.03382	.057976998	.030526999	-.0003284	-.78634	-.059225	-.52696002	0	0	.20369001
53	13	.031831	.059046	.032182999	-.00034659999	-.81598997	-.061457999	-.53544998	0	0	.20433
54	13	.033031002	.058019001	.032113001	-.0003436	-.79206997	-.065543003	-.51187998	0	0	.20434999
55	13	.033659998	.059085	.032086	-.00034180001	-.81357998	-.065779999	-.50967002	0	0	.20463
56	13	.034584001	.059776999	.031955	-.0003436	-.79675001	-.064358003	-.49654001	0	0	.20539001
57	13	.035023998	.057941999	.033796001	-.00036430001	-.80034	-.064887002	-.50729001	0	0	.20554
58	13	.033202998	.058803	.033346001	-.0003598	-.79448003	-.063307002	-.50127	0	0	.20544
59	13	.034235999	.058079001	.030889999	-.00033069999	-.79468	-.060986999	-.53523999	0	0	.20553
60	13	.033620998	.059532002	.030848	-.00033000001	-.78644001	-.061425	-.5068	0	0	.20461001
61	13	.032292001	.058005001	.029606	-.00031569999	-.83679998	-.064282998	-.51393998	0	0	.20472001
62	13	.033271998	.059135001	.031585	-.00033839999	-.80662	-.059845001	-.51757002	0	0	.20433
63	13	.033525001	.059636001	.035119001	-.00037990001	-.77836001	-.060369	-.50612003	0	0	.20404001
64	13	.033112999	.058555	.032520998	-.00034900001	-.79794002	-.062283002	-.51475	0	0	.20553
65	13	.034334	.058591999	.033181001	-.00036020001	-.78873998	-.061296001	-.50832999	0	0	.20637999
66	13	.033544999	.058591001	.03083	-.0003285	-.80155998	-.064989999	-.50489002	0	0	.20557
67	13	.032779999	.058251999	.032003	-.00034140001	-.82046998	-.066091999	-.52288997	0	0	.20353
68	13	.033146001	.058155999	.032219	-.00034580001	-.81291002	-.059475001	-.50579	0	0	.20356999
69	13	.034161001	.058508001	.031303	-.00033499999	-.77339	-.060118001	-.50847	0	0	.20630001
70	13	.033312	.057769999	.033847999	-.0003636	-.80638999	-.061981	-.53433001	0	0	.20471001
71	13	.032547001	.059764002	.032297	-.00034659999	-.78885001	-.061730999	-.51516998	0	0	.20507
72	13	.033769999	.059195001	.031291001	-.00033750001	-.78727001	-.060486998	-.52287	0	0	.20288999
73	13	.032478001	.059537001	.030833	-.00033030001	-.80189002	-.061565999	-.52411002	0	0	.20223001
74	13	.033539999	.058382999	.034056	-.00036549999	-.77595001	-.061980002	-.50936002	0	0	.20451
75	13	.035092998	.057286002	.032751001	-.00035260001	-.79699999	-.061398	-.51766002	0	0	.20273
76	13	.033727001	.058329999	.031456001	-.00033559999	-.83011001	-.065119997	-.52366	0	0	.20537999
77	13	.033245999	.058276001	.032926001	-.00035089999	-.79693002	-.060803	-.51747	0	0	.20595001
78	13	.034118	.057213001	.032237999	-.0003435	-.79141998	-.059976	-.51441997	0	0	.20475
79	13	.033075001	.058735002	.032811999	-.0003522	-.80972999	-.057944998	-.51076001	0	0	.20426001
80	13	.034995001	.057797998	.030771	-.00032980001	-.80387998	-.061004002	-.50062001	0	0	.20416
81	13	.032990001	.059608001	.034221001	-.00036760001	-.78749001	-.063216001	-.5133	0	0	.20464
82	13	.033921	.057721	.031498	-.00033780001	-.78776997	-.060773998	-.51815999	0	0	.20505001
83	13	.033617001	.059638001	.031546	-.00033780001	-.79250002	-.058850002	-.51757002	0	0	.2058
84	13	.032935999	.059096001	.032393999	-.0003482	-.80562001	-.061824001	-.52857	0	0	.20316
85	13	.034749001	.057558	.029774999	-.00031569999	-.82937998	-.063276999	-.50625002	0	0	.20463
86	13	.032795001	.059547	.031823002	-.00034229999	-.80497998	-.062697999	-.52038002	0	0	.20276
87	13	.033918001	.058318999	.032667	-.0003514	-.80500001	-.061283998	-.51195002	0	0	.20619
88	13	.033753999	.058416001	.032003999	-.0003442	-.79631001	-.060555998	-.50876999	0	0	.20537999
89	13	.033307999	.058462001	.030877	-.00033069999	-.80141002	-.062222999	-.51525003	0	0	.20378999
90	13	.03342	.057891	.031564999	-.00033770001	-.81129003	-.063267	-.52056003	0	0	.20356999
91	13	.033599	.058529001	.031888999	-.00034239999	-.79957002	-.061291002	-.51212001	0	0	.20484
92	13	.033266	.057139002	.033031002	-.0003554	-.80321997	-.060134001	-.52507001	0	0	.20469999
93	13	.033718001	.058433998	.032726999	-.0003518	-.77837002	-.058348	-.53024	0	0	.20293
94	13	.033741999	.058563001	.033916999	-.00036410001	-.79043001	-.062803999	-.50967997	0	0	.20456
