sample	newcode	beta1	beta2	beta3	beta4	beta5	beta6	beta7	beta8	beta9	sigma
16	17	.011939	.051902	.043609999	-.00048019999	-1.1214	-.11396	-.57498997	-.088783003	-.94038999	.14015999
17	17	.01057	.052041002	.043180998	-.00047259999	-1.1633	-.11825	-.58832997	-.087699004	-.89340001	.14098001
18	17	.010667	.051210001	.044429999	-.0004856	-1.1183	-.11959	-.59872001	-.092772	-.93918002	.13941
19	17	.011201	.051424999	.043900002	-.00048290001	-1.1731	-.1169	-.62594002	-.092831001	-.94998997	.13878
20	17	.0094699003	.052319001	.043382	-.00047850001	-1.1214	-.12434	-.61976999	-.095298998	-.9483	.14021
21	17	.0087786997	.051213998	.041498002	-.00045389999	-1.1387	-.11641	-.62972999	-.091711	-.94231999	.14063001
22	17	.0090704998	.052407999	.042459	-.00046400001	-1.1528	-.11578	-.60474998	-.090727001	-.94165999	.13951001
23	17	.0082496004	.052896	.044241998	-.0004856	-1.1624	-.11787	-.62515998	-.092559002	-.96232998	.14036
24	17	.012852	.053551	.046082001	-.00050610001	-1.1481	-.12517001	-.55315	-.093718	-.93595999	.14188001
25	17	.010103	.051835999	.044996001	-.00049499999	-1.1626	-.12177	-.57616001	-.091844998	-1.0092	.13875
26	17	.010909	.051725999	.044248	-.0004889	-1.1364	-.11309	-.59621	-.087145001	-.93743998	.13862
27	17	.010231	.050356001	.043951999	-.00048290001	-1.1569999	-.10968	-.61180001	-.084904	-.90606999	.13981999
28	17	.0094213998	.051162001	.041703999	-.00045339999	-1.1275001	-.12185	-.63296998	-.091103002	-.97693998	.14071
29	17	.011614	.053289	.045600001	-.00050109997	-1.1177	-.10816	-.56866997	-.082510002	-.91907001	.14076
30	17	.011462	.051649	.043832	-.00048039999	-1.1525	-.1163	-.60328001	-.091792002	-.96917999	.14027999
31	17	.0092227999	.052297	.042179	-.0004593	-1.1428	-.11568	-.60290003	-.089777999	-.92341	.14117
32	17	.0099437004	.052643001	.044918001	-.00049280003	-1.1516	-.11917	-.60110998	-.090085998	-.94826001	.14015
33	17	.010169	.052533001	.042426001	-.0004669	-1.1521	-.1164	-.62278003	-.089045003	-.95907003	.14052001
34	17	.0095234998	.052953999	.042445999	-.00046479999	-1.1032	-.11187	-.61913002	-.089252003	-.98534	.14018001
35	17	.0090567004	.051385999	.043412998	-.00047560001	-1.205	-.11436	-.62764001	-.091573998	-.95273	.14057
36	17	.010986	.051251002	.044594999	-.0004887	-1.1387	-.11011	-.58613002	-.086616002	-.96133	.13968
37	17	.0098978002	.049550001	.044549	-.00049080001	-1.1438	-.11586	-.60983998	-.088536002	-.96688998	.13801
38	17	.011701	.052836999	.044254001	-.0004848	-1.151	-.11591	-.57802999	-.085143	-.93462002	.13871001
39	17	.011321	.053172	.043223001	-.00047639999	-1.1343	-.12630001	-.60772997	-.096750997	-.91390002	.13911
40	17	.010236	.053314999	.042367999	-.00046730001	-1.1198	-.12051	-.60034001	-.097828999	-.90447003	.14153001
41	17	.012347	.053631999	.041420002	-.00045260001	-1.125	-.1181	-.56197	-.088395998	-.91935003	.13984001
42	17	.011743	.054497	.042824998	-.00046720001	-1.1203001	-.11721	-.56176001	-.086026996	-.99971002	.13953
43	17	.01205	.053185001	.042413998	-.00046479999	-1.1343	-.11917	-.55647999	-.086708002	-.91079998	.14143001
44	17	.0099199004	.051773001	.045235999	-.00049449998	-1.1676	-.12433	-.6261	-.095161997	-.95186001	.1399
45	17	.010733	.052413002	.042778	-.00046730001	-1.1406	-.12365	-.61996001	-.095604002	-.92311001	.14124
46	17	.01101	.050105002	.042172	-.0004623	-1.1461999	-.11499	-.61277002	-.088030003	-.99236	.13936999
47	17	.011822	.050949	.045348998	-.00049910002	-1.1659	-.11826	-.59116	-.090411998	-.94687003	.14035
48	17	.011243	.050935999	.042698	-.00046740001	-1.1415	-.11648	-.61878002	-.089768998	-.94792002	.13933
49	17	.011086	.051658001	.044950999	-.00049270003	-1.1395	-.11959	-.58986998	-.086733997	-.96393001	.13959
50	17	.011839	.053190999	.041685	-.0004553	-1.1704	-.1294	-.59162998	-.093209997	-.95598	.14012
51	17	.011543	.051553998	.043361999	-.0004736	-1.1638	-.12254	-.58291	-.090691	-.93008	.13997
52	17	.011096	.048510998	.045382001	-.0004967	-1.1288	-.11342	-.60742003	-.090113997	-.97039002	.13877
53	17	.011209	.052584	.043788999	-.00047890001	-1.1557	-.12046	-.59678	-.092583001	-.93383998	.14012
54	17	.0091036996	.051286001	.043446001	-.00047599999	-1.1662	-.12287	-.61387998	-.093321003	-.91360998	.14098001
55	17	.0097225998	.052000999	.044877999	-.00049130002	-1.1292	-.11036	-.61900002	-.087338001	-1.0244	.14052001
56	17	.0094077	.053367998	.042601999	-.00046919999	-1.1788	-.12012	-.60023999	-.088299997	-.98258001	.13956
57	17	.010381	.052645002	.046340998	-.00050780002	-1.1535	-.11568	-.60860997	-.091542996	-.95699	.14306
58	17	.012355	.052326001	.043968	-.0004782	-1.0838	-.12226	-.59570998	-.097873002	-1.0177	.14305
59	17	.011597	.051594	.045660999	-.00049950002	-1.1548001	-.11842	-.58578002	-.094182	-.97021002	.14059
60	17	.0098083001	.052315	.044333	-.00048610001	-1.1506	-.11559	-.60383999	-.090907998	-.99312001	.13982999
61	17	.011212	.051766999	.046083	-.0005039	-1.1509	-.11484	-.59439999	-.091523997	-.94213003	.14252999
62	17	.011127	.051927	.046071	-.00050640001	-1.1818	-.12196	-.58446002	-.091953002	-.92758	.14043
63	17	.0104	.053197	.041928999	-.0004585	-1.1691	-.12199	-.59692001	-.092253	-.92778999	.14069
64	17	.012962	.051022001	.046342999	-.00050660002	-1.1267999	-.11695	-.57893002	-.087901004	-.89323002	.14086001
65	17	.011961	.051807001	.043175999	-.00047299999	-1.1122	-.11621	-.59398001	-.089337997	-.99348003	.14181
66	17	.012268	.05263	.044367999	-.000486	-1.1303999	-.11889	-.58345002	-.090728	-.93019998	.13961001
67	17	.0094668996	.050647002	.044426002	-.00048809999	-1.1705	-.12095	-.60385001	-.087895997	-.95683002	.13925
68	17	.0102	.052196	.043221001	-.0004736	-1.1142	-.11543	-.60789001	-.091491997	-.93316001	.14086001
69	17	.011634	.053902	.042073	-.00045990001	-1.1475	-.11859	-.58301997	-.083337002	-.95046997	.14129999
70	17	.0094050001	.052696001	.042713001	-.0004664	-1.1425	-.1169	-.62125999	-.085545003	-1.0002	.1406
71	17	.0098248003	.050898999	.044585001	-.00049010001	-1.1426001	-.10982	-.63444	-.087123998	-.97434998	.14091
72	17	.0095507	.052057002	.042208001	-.00046119999	-1.1452	-.11717	-.61321998	-.093101002	-.96461999	.14077
73	17	.01039	.051449999	.043407001	-.00047629999	-1.1415	-.11653	-.61602998	-.091219001	-.92657	.14146
74	17	.010648	.052956	.042784002	-.00046919999	-1.1655	-.12094	-.62566	-.093607999	-.93137002	.1427
75	17	.010432	.052839	.042275	-.00046099999	-1.1632	-.12347	-.59272999	-.089116	-.88678998	.14002
76	17	.011326	.051865999	.044897001	-.00049120001	-1.1571	-.1168	-.58702999	-.09189	-.91332	.14162
77	17	.012769	.051435001	.046259001	-.00050670002	-1.2064	-.11812	-.57344002	-.087195002	-.88246	.14072999
78	17	.0086911004	.052937999	.039855	-.00043099999	-1.1524	-.11482	-.62454998	-.090721004	-.94071001	.13919
79	17	.011281	.051640999	.044020999	-.00048389999	-1.1526999	-.11476	-.59246999	-.087885998	-.96059	.13880999
80	17	.0094240997	.051272001	.040893	-.00044510001	-1.1655	-.12108	-.65284997	-.098264001	-.94398999	.13947999
81	17	.010991	.050728999	.042660002	-.00047209999	-1.1114	-.1164	-.58895999	-.092404	-.97103	.14029001
82	17	.01203	.05302	.043198999	-.0004702	-1.1325001	-.11721	-.58579999	-.092118002	-.93163002	.13902999
83	17	.0098914001	.052762002	.043499999	-.0004775	-1.1102	-.11718	-.59946001	-.092887998	-.95644999	.13946
84	17	.01082	.052000001	.042585999	-.00046330001	-1.1255	-.12372	-.59331	-.094921999	-.9702	.13953
85	17	.01106	.051966	.043166999	-.00047319999	-1.1746	-.11817	-.59394997	-.086678997	-.92913002	.14032
86	17	.010481	.051769	.044530999	-.0004889	-1.1389	-.12012	-.62366998	-.096147999	-.91561002	.1393
87	17	.0094587998	.052131999	.043838002	-.00048079999	-1.175	-.12492	-.60995001	-.096724004	-.98119998	.14165001
88	17	.010427	.049881	.043827999	-.00047860001	-1.1465	-.10729	-.62642998	-.085662998	-.93734998	.14105
89	17	.0096965004	.053105	.045412999	-.00049950002	-1.1443	-.12581	-.60008001	-.099228002	-.95653999	.13934
90	17	.010544	.051786002	.044394001	-.00048749999	-1.1489	-.11987	-.59015	-.088197999	-.99456	.13857
91	17	.011028	.051437002	.045093998	-.00049060001	-1.1059	-.11638	-.58433002	-.090526998	-.92129999	.14120001
92	17	.010888	.051957998	.046197001	-.00050740002	-1.1737	-.1157	-.58200997	-.084996	-.93220001	.14069
93	17	.010382	.05212	.044920001	-.00049190002	-1.1579	-.12800001	-.57309002	-.088513002	-.97959	.13908
94	17	.011387	.049835	.044854	-.00049070001	-1.1575	-.11184	-.60583001	-.089983001	-.96807998	.13950001
95	17	.011919	.051562998	.042861	-.0004707	-1.1295	-.11719	-.62004	-.093379997	-.95829999	.14166
96	17	.010998	.050687	.043522	-.00047699999	-1.1403	-.11753	-.60939997	-.087456003	-.94932997	.1397
97	17	.012192	.052301001	.042552002	-.0004661	-1.1059999	-.11553	-.57945001	-.087047003	-.91974998	.13971999
98	17	.0094168996	.052590001	.043942999	-.000485	-1.1856	-.13124	-.62656999	-.095059998	-.91003001	.1381
99	17	.010366	.051162999	.045412	-.00049920002	-1.1098	-.11978	-.61840999	-.094431996	-.91176999	.14072999
100	17	.010654	.051555	.045687001	-.00050040003	-1.1691999	-.11967	-.60198998	-.094217002	-.93298	.14097001
0	18	.024150001	.040688999	.048447002	-.00050999998	-.98249	-.037062999	-.52661002	-.0023628001	-.51176	.15643001
1	18	.023856999	.040594	.049531002	-.00052220002	-.95719999	-.032432001	-.51384997	.0036279999	-.52873999	.15722001
2	18	.023672	.041150998	.048618998	-.0005118	-.98290002	-.040314998	-.53636003	-.0043707001	-.50314999	.15711001
3	18	.024146	.041655	.048397999	-.00051059999	-.98809999	-.038536999	-.50906003	-.0043768999	-.50422001	.1576
4	18	.024075	.041703999	.048152	-.00050790003	-.98128003	-.039423998	-.52151	-.0035774	-.49873999	.1566
5	18	.023893001	.041166998	.046411999	-.00048680001	-.98243999	-.037455	-.52055001	-.0027793001	-.49421	.15603
6	18	.023519	.040952001	.048069999	-.0005049	-.98311001	-.032244001	-.51523	.000165	-.50847	.15634
7	18	.023739001	.04109	.048108	-.00050690002	-.97456002	-.035257	-.52671999	-.0020361999	-.51523	.15706
8	18	.024071001	.041453	.049407002	-.00052130001	-.99206001	-.033250999	-.52222002	.00034480001	-.50595999	.15638
9	18	.024110001	.041335002	.049008999	-.00051540002	-.99352998	-.034717999	-.50967997	-.0012821	-.51914001	.15809
10	18	.023922	.040516999	.048565999	-.000512	-.97816998	-.03582	-.50457001	-.00069969997	-.51472998	.15773
11	18	.024015	.041914999	.049109999	-.00051789999	-.98065001	-.040054001	-.51871997	-.0050328998	-.49627	.15686999
12	18	.024215	.041335002	.047401	-.00049820001	-.96656001	-.034233	-.51686001	-.0020443001	-.49807999	.15727
13	18	.024558	.039836001	.048958998	-.00051659998	-.97553003	-.037535001	-.53047001	-.0038896999	-.51630998	.15599
14	18	.02416	.041042	.048225001	-.00050660002	-.98347002	-.041451	-.52252001	-.0091033997	-.48413	.15616
15	18	.025448	.040835001	.047922	-.00050560001	-.98088998	-.034894999	-.51444	-.0019481	-.50885999	.15705
16	18	.024564	.041568998	.047826	-.00050319999	-.97017002	-.036773	-.50389999	-.0012931	-.50766999	.15747
17	18	.024246	.040653002	.048990998	-.00051540002	-.97982001	-.035078999	-.51396	-.0004161	-.51419002	.15579
18	18	.023844	.041409999	.048036002	-.00050570001	-.98706001	-.035861999	-.51994997	-.0019769	-.51571	.15614
19	18	.024845	.040360998	.049038999	-.00051759998	-.98216999	-.035712998	-.50765997	-.00038700001	-.51050001	.15646
20	18	.024766	.041827999	.049038	-.00051779998	-.98958999	-.045812	-.54040998	-.0098358998	-.50314999	.15712
21	18	.024518	.040311001	.047262002	-.00049609999	-.95827001	-.037126999	-.51591998	-.0035605	-.50492001	.15625
22	18	.023698	.040982999	.048978999	-.00051809999	-.97499001	-.035491999	-.51555997	-.0012424	-.51126999	.15642001
23	18	.024679	.041175	.048397001	-.00050999998	-.98136997	-.037845001	-.52460003	-.0028393001	-.50195003	.15730999
24	18	.023833999	.041953001	.049346998	-.0005201	-.97162998	-.039971001	-.52209997	-.0059794001	-.50440001	.15707999
25	18	.024014	.040971	.047467999	-.00050060003	-.98837	-.037943002	-.52616	-.0033366999	-.50876999	.15631001
26	18	.02427	.040550999	.048801001	-.00051550003	-.95640999	-.031383999	-.52548999	.001728	-.50746	.15644
27	18	.024393	.040952999	.047511999	-.00050030003	-.98168999	-.039944001	-.53653997	-.0068363999	-.49577999	.15768
28	18	.024582	.040984999	.047818001	-.00050239998	-.96573001	-.036938	-.52192998	-.0016198	-.50496	.15800001
29	18	.024556	.040934999	.047311999	-.00049559999	-.98717999	-.039997	-.52415001	-.0035478	-.49682999	.15722001
30	18	.024123	.040761001	.049137998	-.00051829999	-.99033999	-.038752001	-.51972002	-.0020294001	-.50566	.15763
31	18	.023851	.041056	.049311001	-.00052110001	-.97529	-.03915	-.52213001	-.0045396001	-.51255	.15599
32	18	.023938	.041159	.046950001	-.00049309997	-.99537998	-.038702998	-.53555	-.0017233	-.50738001	.15606
33	18	.024631999	.039976001	.048345	-.00050909998	-.97261	-.038864002	-.52652001	-.0055756001	-.49527001	.15797
34	18	.024281999	.041062001	.048771001	-.00051400001	-.96759999	-.036804002	-.51073998	.00052900001	-.52339	.15679
35	18	.024621001	.040582001	.047819	-.0005041	-.95937997	-.035799	-.52113998	-.0031226999	-.50362003	.15689
36	18	.024435	.040328	.048861999	-.00051510002	-.97952002	-.029991001	-.50494999	.0028208001	-.50547999	.1565
37	18	.024687	.040507	.049260002	-.0005197	-.96187001	-.040544	-.51990002	-.0059603001	-.49976	.15707999
38	18	.024498999	.041264001	.047431	-.00049960002	-.97876	-.038786002	-.52305001	-.0020294001	-.51937002	.15615
39	18	.024154	.040745001	.048115	-.00050810003	-.96783	-.036694001	-.52689999	-.0018659	-.51172	.15622
40	18	.024406999	.040419001	.047905002	-.00050359999	-.97819	-.038423002	-.52143002	-.0041208998	-.50625002	.15634
41	18	.024226001	.040754002	.048372999	-.00050999998	-.98493999	-.036226001	-.52196997	6.0699999e-06	-.51855999	.15737
42	18	.023917999	.041352	.047979001	-.00050610001	-.98721999	-.037560001	-.51349002	-.0010673	-.49311	.15782
43	18	.024611	.041503999	.048486002	-.00051079999	-.97452998	-.036878001	-.51394999	-.0015943	-.49774	.15699001
44	18	.024344999	.041074999	.048429001	-.00050979998	-.9637	-.034131002	-.52025998	.00073660002	-.51124001	.15715
45	18	.024745001	.039949998	.049816001	-.00052549999	-.96758002	-.037	-.53568	-.0051770001	-.50384003	.15761
46	18	.02478	.040408	.048322	-.00051069999	-.98970002	-.035122	-.51394999	-.0013802	-.50251001	.15603
47	18	.024234001	.041145001	.049143001	-.00051849999	-.98768997	-.037363999	-.51108998	-.0034095999	-.49930999	.15805
48	18	.024411	.041134998	.047322001	-.0004975	-.98935997	-.041097	-.51984	-.0067599998	-.49483001	.15696
49	18	.024738999	.040739	.048909001	-.00051470002	-.97957999	-.037014	-.53264999	-.0037012999	-.52316999	.15751
50	18	.025326001	.040592	.049497999	-.00052260002	-.97459	-.041157998	-.52068001	-.0033181999	-.49059999	.15768
51	18	.024132	.041007999	.048069999	-.00050610001	-.98841	-.036936998	-.53459001	-.002654	-.50260001	.15621001
52	18	.024835	.040909	.049291	-.00052170001	-.96754003	-.037515	-.51743001	-.0059918002	-.49555001	.15764999
53	18	.024305001	.040261999	.048239999	-.00050889998	-.98606002	-.032930002	-.51889002	.0011716	-.52481002	.15699001
54	18	.024557	.040029999	.047656	-.00050149998	-.98177999	-.041039001	-.51664001	-.0044320002	-.50547999	.15586001
55	18	.02427	.041315999	.048838999	-.00051450002	-.97728002	-.040438998	-.51488	-.0068405	-.51552999	.15737
56	18	.024039	.040375002	.048666999	-.000512	-.97955	-.031500999	-.51485997	.0040517999	-.51779997	.1567
57	18	.024798	.040353999	.04888	-.00051590003	-.97086	-.040158998	-.51261997	-.0031975	-.50567001	.15805
58	18	.024940001	.040458001	.048801001	-.00051480002	-.96748	-.04067	-.51697999	-.0023999	-.48473999	.15775999
59	18	.024269	.040746	.047527999	-.00049910002	-.98115999	-.036221001	-.51810002	-.0034092001	-.51270002	.15744001
60	18	.023986001	.041048001	.049695998	-.00052409997	-.97022998	-.036488999	-.51446003	-.0039805002	-.50865	.15682
61	18	.024491001	.041374002	.047865	-.0005043	-.97004998	-.040118001	-.52397001	-.0050328998	-.50038999	.15800001
62	18	.024642	.039921999	.048994999	-.00051749998	-.97394001	-.038488001	-.51507002	-.0036885	-.51265001	.15682
63	18	.023584001	.040711999	.048183002	-.00050810003	-.97887999	-.03272	-.52451998	-.0001853	-.53263003	.15632001
64	18	.024287	.040348001	.049508002	-.00052130001	-.98575002	-.037266999	-.52073002	-.00039599999	-.49346	.15659
65	18	.024517	.040606	.049189001	-.0005195	-.97153997	-.035381999	-.50479001	-.0032807	-.50730997	.15763
66	18	.024466	.041310001	.048510998	-.00051039999	-.98449999	-.039376002	-.53500998	-.0047467998	-.51564002	.15745001
67	18	.024668001	.040339999	.04803	-.00050570001	-.98317999	-.034412	-.51413	-.0011089999	-.50382	.15594
68	18	.024589	.040217001	.047130998	-.0004969	-.98737001	-.033847	-.51692998	-.001677	-.51867002	.1565
69	18	.024844	.041228998	.047773998	-.00050329999	-1.0053999	-.046728	-.53003001	-.010244	-.48975	.15804
70	18	.023917999	.040155999	.047277	-.0004963	-.99185002	-.033668999	-.51306999	.0012256	-.52060997	.15598001
71	18	.024153	.040814001	.047527999	-.00049980002	-.98680001	-.036997002	-.51520997	-.0033066	-.51063001	.15733001
72	18	.024848999	.041372001	.049724001	-.00052469998	-.97771001	-.036074001	-.52130997	-.0028810001	-.50427002	.15595999
73	18	.023961	.041181002	.047959	-.00050650002	-1.0091	-.038713001	-.51832998	-.0050953999	-.52029002	.15723
74	18	.023954	.039898999	.047458	-.00049840001	-.98272002	-.032595001	-.52661002	-.0011118	-.50726002	.15652999
75	18	.024832999	.041039001	.049991	-.000528	-.98666	-.041425999	-.50295001	-.0010298	-.50037003	.15556
76	18	.023781	.041411001	.04882	-.00051330001	-.98458999	-.042116001	-.52052999	-.0050842999	-.50379002	.15752999
77	18	.024621001	.040943999	.047954999	-.0005041	-.98376	-.036279	-.51466	-.0002333	-.51722997	.15729
78	18	.024453999	.040534999	.049222	-.0005194	-.95446002	-.03506	-.50160998	-.0004511	-.50528002	.1596
79	18	.024589	.040507	.048114002	-.00050670002	-.97307998	-.039879002	-.51849002	-.0037298	-.50874001	.15617
80	18	.023808001	.041016001	.048266001	-.00050810003	-.99234998	-.036742002	-.53276998	-.000036099998	-.51146001	.15806
81	18	.024348	.040787	.048866	-.00051440002	-.97627002	-.031059001	-.52367997	.00038020001	-.51653999	.15548
82	18	.024723999	.041317999	.048576001	-.0005121	-.97749001	-.039209999	-.53391999	-.0062956	-.49596	.15773
83	18	.024142001	.040959001	.048613001	-.000512	-1.0164	-.036428001	-.51454002	-.00025899999	-.50137001	.15774
84	18	.024754001	.040229999	.048273001	-.00050919998	-.98347002	-.030507	-.51067001	.0039343	-.50563002	.15628999
85	18	.023771999	.040050998	.048753001	-.00051290001	-.97772998	-.036159001	-.52575999	-.0017191001	-.49981001	.15730999
86	18	.024009001	.041209999	.049275	-.00051839999	-.97408003	-.037312001	-.52139997	-.0039149998	-.50410002	.1576
87	18	.024483999	.040700998	.048307002	-.00050989998	-.97055	-.037377998	-.51231998	-.0029374999	-.50913	.15572
88	18	.024372	.040181998	.047421001	-.00049790001	-.96793997	-.032618999	-.51108998	.0032776	-.50984001	.15672
89	18	.023827	.042233001	.047148999	-.00049569999	-.97671002	-.038043	-.52715999	-.0042114998	-.51247001	.15673
90	18	.024387	.040847	.048149999	-.00050849997	-.98673999	-.034531001	-.52757001	.000018799999	-.50843	.15746
91	18	.024770999	.040375002	.049098998	-.00051869999	-.98825002	-.039241001	-.52351999	-.0046915002	-.51525003	.15723
92	18	.024374001	.041081	.049415998	-.00052120001	-.97487003	-.034288999	-.51784998	-.00051019999	-.52778	.15711001
93	18	.024145	.040608	.048682999	-.00051420002	-.96445	-.035397999	-.52586001	-.00033730001	-.50994998	.15718
94	18	.024378	.040980998	.047138002	-.00049529999	-.96596003	-.033507001	-.51608002	-.0005575	-.53359997	.15583999
95	18	.024374999	.041168001	.048707999	-.00051530002	-.98527002	-.036288001	-.52937001	-.0018316	-.50673997	.15730999
96	18	.024166999	.041510001	.047759	-.00050269999	-.98057997	-.033302002	-.53027999	.0011778	-.50090998	.15655001
97	18	.02382	.041241001	.04758	-.00050109997	-.99111998	-.040087	-.52174997	-.0065950002	-.50366998	.15589
98	18	.02403	.040805999	.048765	-.00051639997	-.99071002	-.037671998	-.52160001	.0010615001	-.52401	.15705
99	18	.023616999	.040633999	.048955999	-.00051560003	-.97026998	-.03128	-.52855003	.00076040003	-.50885999	.15646
100	18	.023734	.040899999	.048753001	-.00051450002	-1.0103	-.041131001	-.52217001	-.0053500002	-.49855	.15587001
0	19	.01024	.063423	.049784999	-.0005349	-1.0817	-.066096999	-.52543002	-.025017999	-1.0765001	.14
1	19	.010015	.063258998	.049628999	-.00053229998	-1.0743999	-.064375997	-.51858002	-.022464	-1.0882	.14083
2	19	.010827	.063942999	.048806999	-.00052439998	-1.0887001	-.065279998	-.52607	-.025517	-1.0728	.14074001
3	19	.0098384004	.063712001	.049412001	-.00053110003	-1.0714999	-.062968999	-.52462	-.025263	-1.074	.14040001
4	19	.010231	.064193003	.05046	-.00054440001	-1.0778	-.071569003	-.52051002	-.031239999	-1.0747	.13971999
5	19	.0093256999	.062845998	.049809001	-.0005354	-1.1034	-.070155002	-.54022002	-.028667999	-1.0697	.14015
6	19	.0097684003	.063832	.048686001	-.00052290002	-1.0785	-.061570998	-.52683002	-.020787001	-1.0774	.14071
7	19	.010506	.063793004	.050639	-.00054550002	-1.0918	-.074689999	-.52851999	-.033487	-1.0878	.14034
8	19	.010619	.062786996	.049164001	-.00052960002	-1.0954	-.067932002	-.52218002	-.025171001	-1.0819	.13998
9	19	.010369	.064423002	.049313001	-.00052960002	-1.0893	-.070698999	-.51626003	-.030332999	-1.0773	.14040001
10	19	.010594	.063712001	.048914	-.00052479998	-1.0826	-.065729	-.53072	-.026284	-1.0789	.14053001
11	19	.0096586999	.064254999	.051077001	-.0005498	-1.0932	-.079111002	-.52451998	-.037041999	-1.0714999	.14128999
12	19	.0099064996	.063505001	.04961	-.00053329999	-1.0839	-.066872999	-.54211998	-.026405999	-1.0814	.13935
13	19	.010417	.063959002	.051118001	-.00055190001	-1.0884	-.067381002	-.53035998	-.027474999	-1.0448999	.14202
14	19	.0099924002	.064804003	.050981998	-.0005501	-1.0779999	-.072166003	-.51551998	-.028712001	-1.0877	.14066
15	19	.010168	.064390004	.050053999	-.00053870003	-1.0793999	-.070689999	-.52929997	-.030003	-1.0807	.14125
16	19	.011355	.063029997	.050641	-.00054450001	-1.0822999	-.068728	-.52995002	-.028643001	-1.0717	.14075001
17	19	.010482	.063818	.049973998	-.00053790002	-1.0779001	-.070214003	-.51824999	-.027109001	-1.0926	.14009
18	19	.011061	.063362002	.050181001	-.00054089999	-1.0943	-.070727997	-.51529002	-.025769999	-1.0589	.14057
19	19	.010298	.063683003	.048519999	-.00052050001	-1.0963	-.072277002	-.52294999	-.030631	-1.0786999	.14119001
20	19	.01015	.064273998	.049608	-.00053319999	-1.0737	-.065688998	-.52867001	-.025801999	-1.0822999	.13988
21	19	.010166	.064409003	.050689999	-.00054679997	-1.0714	-.062977999	-.51532	-.022786999	-1.0762	.14083999
22	19	.010444	.063487999	.050200999	-.00054169999	-1.0793	-.054517001	-.51370001	-.013253	-1.0611	.13925
23	19	.0097163003	.062868997	.048509002	-.00052100001	-1.1014	-.063565999	-.53350002	-.023409	-1.0914	.14015999
24	19	.0097522996	.063657999	.049493998	-.00053159997	-1.0813	-.059037998	-.51951998	-.018834	-1.0783	.13970999
25	19	.010628	.064372003	.050209001	-.00054109999	-1.0809	-.065335996	-.51442999	-.023866	-1.0935	.13967
26	19	.010547	.064177997	.049591001	-.00053289998	-1.0742	-.060254	-.51801002	-.01952	-1.0645	.14026
27	19	.010982	.063881002	.049867	-.0005349	-1.0524	-.064089999	-.52719998	-.024057001	-1.0806	.14071999
28	19	.0097695002	.062972002	.050368998	-.00054049998	-1.0743999	-.052946001	-.50186998	-.011818	-1.0682	.14122
29	19	.01071	.062951997	.050377	-.00054189999	-1.0872	-.063378997	-.51899999	-.020213	-1.0735	.13979
30	19	.0106	.062651999	.050016999	-.00053880003	-1.0704	-.062181	-.51111001	-.019097	-1.0649	.14038999
31	19	.010224	.064002	.049830999	-.0005349	-1.089	-.071422003	-.52135998	-.028454	-1.0583	.14136
32	19	.0096041001	.064242996	.048634999	-.00052230002	-1.0915	-.066326998	-.53433001	-.026900001	-1.066	.14119001
33	19	.01015	.063919999	.049748	-.00053429999	-1.0684	-.060221002	-.50869	-.01863	-1.0714	.14072999
34	19	.010013	.065384001	.049842	-.00053680001	-1.0915	-.071218997	-.51762998	-.029162999	-1.0819	.13966
35	19	.010376	.063956	.049462002	-.00053139997	-1.087	-.064822003	-.52504998	-.022984	-1.0602	.14071
36	19	.0096345004	.064106002	.049293999	-.00053040002	-1.0738	-.06095	-.52108002	-.021762	-1.0838	.14033
37	19	.010486	.063455001	.049166001	-.00052820001	-1.0743999	-.060830001	-.51422	-.020033	-1.0606	.14001
38	19	.010278	.064057998	.049791001	-.00053610001	-1.0931	-.066910997	-.52187002	-.027307	-1.0742	.14087
39	19	.010878	.063458003	.050611001	-.00054610003	-1.0671999	-.060058001	-.50787002	-.017690999	-1.0675	.14135
40	19	.010254	.063620001	.049759001	-.0005352	-1.0645	-.055702999	-.51787001	-.017033	-1.0633	.14154001
41	19	.01087	.062803	.049633998	-.00053419999	-1.094	-.070235997	-.52530998	-.026914001	-1.0705	.14041001
42	19	.0097516999	.063611001	.049003001	-.000527	-1.0793	-.061852001	-.51823997	-.022616001	-1.0634	.14008
43	19	.010962	.063451	.051171001	-.00055180001	-1.0789	-.068233997	-.51479	-.024434	-1.0573	.14143001
44	19	.010677	.062916003	.050069001	-.00053830002	-1.0932	-.068512	-.51695001	-.025466001	-1.0771	.13981
45	19	.010715	.064117	.049729001	-.00053439999	-1.0786999	-.064561002	-.51835001	-.022597	-1.0833	.13998
46	19	.011317	.062259	.048641	-.00052290002	-1.0863	-.065700002	-.51855999	-.025726	-1.0816	.14060999
47	19	.010882	.062623002	.049107	-.00052649999	-1.1043	-.073422	-.52951002	-.032412	-1.0759	.14067
48	19	.010581	.063266002	.048870999	-.00052459998	-1.0793	-.066942997	-.51775002	-.024026001	-1.0657001	.14091
49	19	.010699	.063917004	.050223	-.00053989998	-1.0808001	-.062999003	-.51532	-.021504	-1.0821	.14095999
50	19	.0098296003	.064211003	.049701001	-.0005353	-1.064	-.058658	-.51634002	-.017834	-1.0721999	.14064001
51	19	.010533	.063747004	.048572998	-.00052150001	-1.0745	-.060791999	-.51256001	-.019215001	-1.0803	.14015999
52	19	.010529	.062208001	.049506001	-.00053189998	-1.0935	-.066260003	-.52717	-.02589	-1.0685	.13908
